MASTERID,STRATUM,WT_A,income,logincome,region,numadults,numchildren,age,female,medicaid,insured,ownhome,educcat,racecat
78300376F,103,687.0886231,17000,9.741027445,M,1,0,27,0,0,1,0,7,1
78300762B,82,15.53611469,100000,11.51293547,R,1,0,91,0,0,1,1,5,1
78302632J,87,167.8328095,11800,9.375939553,M,2,1,54,1,0,1,1,7,1
78304501A,49,8.539142609,20000,9.903537551,A,2,0,67,1,0,1,0,4,1
78305599A,63,59.16369629,,,R,2,0,74,1,0,1,1,4,1
78307105G,46,68.88243103,,,M,1,0,83,0,0,1,1,4,1
78312477L,26,321.2187805,140000,11.84940484,S,2,0,52,0,0,1,1,8,1
78314407H,29,74.29353333,50000,10.81979828,R,4,1,46,0,0,1,1,7,1
78316768F,71,221.8263855,26000,10.16589028,M,2,1,51,1,0,0,1,4,1
78317195G,24,66.63873291,36000,10.491302,S,1,0,60,0,0,1,0,8,1
78318056F,72,409.585022,31000,10.34177474,S,3,1,52,1,0,1,0,4,1
78318317H,91,97.61508942,,,M,3,0,50,1,0,1,1,8,2
78319168L,103,631.5606079,10000,9.210440367,S,1,0,36,0,0,0,0,6,1
78323498H,62,367.7591248,,,S,2,0,60,1,0,0,1,6,1
78323994L,21,583.2108765,65000,11.08215793,R,2,0,62,0,0,1,1,4,1
78332903J,46,49.64242172,26000,10.16589028,M,1,0,59,1,0,1,1,4,1
78341731K,9,185.6764984,45000,10.71443999,R,2,0,56,0,0,1,1,5,1
78341947B,71,111.9803619,14000,9.546884035,R,2,1,27,1,1,1,0,6,1
78342668F,87,100.4391098,36000,10.491302,M,1,1,49,1,0,1,0,4,1
78346669L,76,10.82171345,,,A,1,0,66,0,0,1,1,4,1
78346798H,34,21.02468491,22000,9.998843186,A,1,0,73,1,0,1,1,4,1
78347201A,71,274.3296814,73000,11.19822842,M,2,0,49,0,0,1,1,6,1
78351659F,13,78.41398621,50000,10.81979828,A,2,0,53,0,0,1,1,6,1
78353304E,75,9.505655289,58000,10.96821553,R,2,0,64,0,0,1,1,8,3
78355063B,37,37.20734787,21000,9.952325335,A,2,0,70,1,0,1,1,4,1
78356191K,103,122.2254028,50000,10.81979828,A,2,0,65,1,0,1,1,4,1
78358734G,20,167.225235,70000,11.15626481,S,2,0,66,1,0,1,1,8,1
78360368G,84,695.3408203,,,M,2,1,20,1,0,0,1,3,1
78360742L,63,68.95240784,,,R,2,2,36,1,0,1,1,4,1
78364835C,97,87.84840393,10000,9.210440367,M,1,2,23,1,1,1,1,4,1
78365137K,87,122.6721191,78000,11.26447693,M,1,0,39,0,0,1,1,7,2
78369491B,87,640.8154297,,,M,3,0,61,0,0,1,1,4,1
78370711C,68,57.83520508,1200,7.090909822,A,1,0,39,0,1,1,0,4,1
78373911L,99,60.16535187,11000,9.305741457,M,1,0,59,0,0,1,0,5,2
78374079J,68,49.7754364,,,A,3,0,50,1,0,0,1,4,1
78375145H,10,44.23542786,60000,11.00211651,A,1,1,38,0,0,1,1,5,1
78375985H,44,24.55386543,21000,9.952325335,M,1,0,58,1,0,1,0,6,1
78385701J,90,78.58866119,75000,11.22525673,M,1,1,65,1,0,1,1,8,2
78385913K,49,20.48683357,18000,9.798182591,A,2,0,51,1,1,1,1,3,1
78391354A,9,121.5520706,40000,10.59665973,M,1,0,49,0,0,1,0,8,1
78393517G,16,47.41321945,35000,10.46313191,A,2,1,39,1,0,1,1,5,1
78398451B,18,43.22103882,62000,11.03490579,R,2,2,46,0,0,1,1,4,1
78398504F,87,56.24623871,48000,10.77897712,M,1,0,63,1,0,1,1,7,1
78400811B,40,496.2975464,95000,11.4616427,S,2,0,54,1,0,1,1,7,1
78402249K,28,21.77179146,6684,8.80762149,A,1,0,82,1,1,1,0,4,1
78403614B,63,61.30506516,47000,10.75792416,R,2,0,47,0,0,1,1,5,1
78404190E,44,44.57177353,40000,10.59665973,M,1,0,75,1,0,1,1,7,1
78408513F,33,76.95819092,40000,10.59665973,A,2,0,52,0,0,1,1,4,1
78409230G,86,648.6305542,150000,11.91839724,M,3,1,58,0,0,1,1,7,1
78409646H,23,28.47913551,90000,11.40757606,R,1,0,63,0,0,1,1,7,1
78410984G,98,70.24565888,50000,10.81979828,M,2,0,62,1,0,1,1,6,1
78411124F,73,54.31765366,,,A,2,0,73,0,0,1,1,6,1
78411898K,90,404.8964539,10200,9.230241034,M,1,0,83,1,0,1,0,3,1
78413827C,44,49.33649826,16000,9.680406499,M,1,0,56,0,1,1,1,2,1
78417549J,44,66.972229,92000,11.42955473,R,2,0,65,1,0,1,1,4,1
78418805J,92,186.9026489,8000,8.987321813,M,2,0,57,1,0,1,1,7,1
78420170B,89,232.5355988,,,M,2,0,72,1,0,1,1,6,1
78422727J,18,25.00008202,35000,10.46313191,R,1,0,74,1,0,1,1,4,1
78424944H,83,351.1774292,150000,11.91839724,M,2,0,46,0,0,1,1,7,1
78427288C,72,650.6738892,,,S,3,0,76,1,0,1,1,3,1
78429172F,95,120.1604309,240000,12.38839837,M,1,0,61,1,0,1,1,7,1
78429600F,83,179.4085083,,,M,1,0,77,1,0,1,1,5,1
78429620K,38,202.0441589,80000,11.28979441,A,5,1,32,1,0,0,1,6,1
78430222K,101,48.27357864,,,R,1,0,40,1,0,0,0,2,3
78433409C,2,159.3063202,50000,10.81979828,M,1,0,48,0,0,1,1,4,1
78435611L,84,672.5043945,,,M,3,0,75,0,0,1,1,3,1
78435646G,85,13.8239069,15000,9.615872145,M,1,0,63,1,1,1,1,5,2
78436299H,73,82.8860321,35000,10.46313191,A,2,0,54,1,0,1,1,4,1
78436944L,53,157.4740295,,,A,5,2,30,0,1,1,0,4,1
78438101H,44,41.11882019,35000,10.46313191,M,2,0,68,1,0,1,0,6,1
78439397K,103,774.3040161,,,M,1,0,22,0,0,1,0,4,1
78442778L,85,200.5415955,8000,8.987321813,M,1,0,46,0,1,1,0,3,2
78445319E,92,207.3838501,4000,8.294299609,M,1,0,62,0,0,1,0,5,2
78445641J,40,602.3322754,24000,10.08585078,S,2,0,71,0,0,1,1,5,1
78446356G,79,60.58763123,35000,10.46313191,R,2,0,57,1,0,1,1,4,1
78447581C,17,94.12339783,70000,11.15626481,R,2,0,51,0,0,1,1,8,1
78448715H,38,117.6046906,10800,9.287394001,A,1,2,26,1,1,1,0,4,1
78449362L,87,143.1720734,10800,9.287394001,M,1,0,60,0,0,0,1,4,1
78454045L,63,672.1889038,45000,10.71443999,R,5,2,60,0,0,1,1,3,1
78457082J,64,23.42162705,,,R,1,0,77,1,0,1,1,4,1
78457289H,98,93.21320343,32000,10.37352243,M,2,0,72,1,0,1,1,4,1
78458482H,7,87.63864136,,,A,2,0,70,1,0,1,1,5,1
78461546U,98,73.41281128,28000,10.2399955,M,1,1,43,1,0,1,0,5,2
78461788J,83,180.0547333,27000,10.20362918,M,1,0,48,1,0,1,0,5,1
78462594J,34,31.68848801,,,A,2,0,56,1,0,1,1,6,1
78464350G,45,20.68067741,,,S,1,0,79,1,0,1,1,5,1
78464478C,86,453.382721,89000,11.39640289,M,2,2,38,1,0,1,1,5,1
78465683G,54,19.04039955,14000,9.546884035,R,2,3,46,1,0,1,0,6,1
78467687E,29,65.46722412,48000,10.77897712,R,2,1,53,1,0,1,1,7,1
78468776G,61,71.61156464,95000,11.4616427,A,3,0,54,0,0,1,1,7,1
78471543E,13,28.08065414,30000,10.30898599,A,1,0,86,1,0,1,1,7,1
78471947B,98,88.87143707,65000,11.08215793,M,2,0,62,0,0,1,1,7,1
78477878F,10,49.76306152,,,A,2,0,58,1,0,1,1,4,1
78483964L,78,94.4603653,50000,10.81979828,A,2,0,45,1,0,1,1,4,1
78490971G,26,129.8707428,,,S,1,0,61,1,0,1,1,4,1
78492253A,85,367.0240479,30000,10.30898599,M,2,0,78,0,0,1,1,3,2
78492405L,44,25.49235725,40000,10.59665973,M,2,0,70,1,0,1,1,5,1
78496308B,79,102.540741,45000,10.71443999,R,2,0,48,0,0,1,1,5,1
78500959B,101,155.1134796,176000,12.07824496,M,2,0,29,1,0,1,0,8,3
78501370J,59,30.70332336,16000,9.680406499,A,1,0,51,1,0,0,1,4,1
78502895F,83,50.88359451,120000,11.69525536,M,1,0,72,0,0,1,1,8,3
78503399F,94,23.13783264,34000,10.43414522,M,1,0,60,0,0,1,1,5,1
78506321A,98,52.20881653,120000,11.69525536,M,2,0,60,1,0,1,1,5,1
78506402K,57,24.04283905,6000,8.699681401,R,1,1,47,1,1,1,1,5,1
78507586K,67,41.09433746,115000,11.6526961,R,1,3,42,1,0,1,1,6,1
78508175G,70,106.4466171,41000,10.62135174,R,2,0,59,1,0,1,1,3,1
78508667L,77,127.7423554,180000,12.10071769,A,2,7,40,1,0,1,1,8,1
78510138L,98,60.07905197,7476,8.919586921,M,1,0,61,1,1,1,0,4,1
78510525L,103,232.1390381,12000,9.392745259,M,2,0,58,1,0,1,1,7,1
78513470L,21,94.27243042,50000,10.81979828,R,3,0,62,1,0,1,1,7,1
78513511L,61,63.55144119,4000,8.294299609,A,1,1,18,0,0,1,1,4,1
78513852J,82,25.57047653,,,R,1,0,72,1,0,1,1,4,1
78521188F,33,126.3589096,45000,10.71443999,A,2,1,43,0,0,1,1,4,1
78527380H,79,78.58847046,,,R,2,0,73,1,0,1,1,4,1
78530122K,17,40.52079773,180000,12.10071769,R,1,0,42,1,0,1,1,7,1
78530779K,92,169.3564911,,,M,2,0,65,1,0,1,1,7,1
78531173L,95,513.8303833,72000,11.18443529,R,3,3,42,1,0,0,0,5,1
78531207B,11,75.71031189,125000,11.73607702,R,2,0,64,0,0,1,1,8,1
78532968C,67,142.7407837,,,R,2,0,51,0,0,1,1,4,1
78534995A,67,89.20645142,,,R,2,0,78,1,0,1,0,4,1
78541094F,27,265.888031,90000,11.40757606,S,2,1,78,0,0,1,1,6,1
78544060A,71,105.3350296,,,S,1,0,75,1,0,1,1,4,1
78546256G,86,526.793396,58000,10.96821553,M,2,3,31,1,0,1,1,8,2
78549661C,55,124.9868012,0,0,A,1,0,58,0,0,0,1,4,1
78550248E,77,17.43684006,,,M,1,0,57,0,0,0,0,4,3
78553886K,81,97.38144684,45000,10.71443999,S,2,0,77,1,0,1,1,4,1
78555757J,53,15.47067165,30000,10.30898599,A,2,3,36,1,0,1,1,5,1
78557116K,72,116.3410339,32000,10.37352243,S,1,3,40,1,1,1,1,4,1
78558254C,83,147.1570435,25000,10.1266711,M,1,2,55,1,0,1,1,8,1
78558543L,81,33.24869919,40000,10.59665973,S,1,0,66,1,0,1,1,8,1
78565113A,91,203.9657135,300000,12.61154109,M,2,0,65,1,0,1,1,8,1
78567992B,57,59.21872711,100000,11.51293547,R,2,0,56,1,0,1,1,8,1
78568400A,84,174.1159515,8400,9.036106025,M,1,0,86,0,0,1,0,7,1
78570140F,38,152.2671967,48000,10.77897712,A,2,1,46,0,0,1,1,8,1
78571555G,99,70.72559357,130000,11.77529742,M,2,0,65,0,0,1,1,4,1
78571745H,92,124.0062103,,,M,1,0,75,1,0,1,1,4,1
78572321J,58,20.82587814,,,R,2,0,78,1,0,1,1,4,1
78581357A,72,69.27871704,98000,11.49273296,S,1,0,78,1,0,1,1,5,1
78581842E,95,672.465271,,,M,2,0,71,1,0,1,0,3,1
78582708J,95,207.9948731,,,M,2,0,59,1,0,1,1,5,2
78583705B,58,28.97288704,50000,10.81979828,R,2,2,43,1,0,0,0,4,1
78590841F,17,36.58256912,,,R,1,0,93,1,0,1,0,4,1
78592972E,94,108.9134293,66000,11.09742517,M,2,2,38,1,0,1,1,5,1
78594133C,64,44.92870712,15000,9.615872145,R,1,0,61,0,0,1,1,4,1
78595074J,92,213.970871,42520,10.65775335,M,1,0,82,0,0,1,0,4,1
78598695J,81,73.38684845,70000,11.15626481,S,2,0,61,1,0,1,1,8,1
78599908E,48,304.8560181,24000,10.08585078,S,1,0,80,1,0,1,1,4,1
78601250E,77,157.8181458,,,R,2,0,60,0,0,1,1,5,1
78603561H,61,21.17568016,90000,11.40757606,A,2,2,37,1,0,1,1,8,1
78603691H,79,39.96741867,20000,9.903537551,R,1,0,85,1,0,1,1,4,1
78608608L,9,110.083786,,,M,2,0,54,1,0,1,1,8,1
78611853E,64,65.26912689,10992,9.305013986,R,1,0,71,1,0,1,0,3,1
78612916H,69,69.01540375,25000,10.1266711,R,1,0,64,1,0,0,1,4,1
78615076H,71,50.9357338,8160,9.00712199,M,1,0,67,1,1,1,0,6,1
78617774L,86,671.6135864,90000,11.40757606,S,2,0,38,0,0,1,1,5,1
78621328L,72,70.15859985,50000,10.81979828,S,2,0,63,1,0,1,1,4,1
78623612J,54,140.4027557,15000,9.615872145,R,1,0,24,1,0,0,0,4,1
78625937L,6,36.19806671,0,0,S,1,0,58,1,1,1,0,6,1
78630066K,97,43.14300537,7200,8.881975184,M,1,0,83,1,0,1,1,4,2
78630158H,5,255.828476,21000,9.952325335,A,3,1,41,1,1,1,0,4,1
78630222H,36,22.92028618,,,R,1,0,75,1,0,1,1,5,1
78630983F,74,147.5261383,,,S,5,0,68,0,0,1,1,8,1
78634799E,83,406.8296814,140000,11.84940484,M,2,3,38,1,0,1,1,7,1
78634869B,6,233.967926,30000,10.30898599,S,4,0,47,0,0,1,1,6,1
78635539H,94,53.51883698,,,M,1,3,38,1,1,1,0,5,2
78640702F,98,605.576416,50000,10.81979828,M,2,0,26,0,0,0,0,4,1
78640856A,86,341.7125855,30000,10.30898599,M,1,3,26,1,0,0,0,5,2
78642552J,76,42.14133835,24000,10.08585078,A,2,0,56,0,0,1,1,3,1
78644138B,8,17.56204987,51000,10.83960052,A,2,0,51,1,0,1,1,8,1
78645055A,101,185.2660217,70000,11.15626481,M,2,1,23,0,0,1,1,7,3
78646274C,9,186.6086121,,,M,2,0,46,1,0,1,1,5,1
78647622A,35,565.536377,65000,11.08215793,A,3,3,20,1,0,1,1,5,1
78648302C,40,329.2835999,14000,9.546884035,S,1,0,77,1,0,1,1,4,1
78653103L,34,57.63386536,70000,11.15626481,A,2,1,44,0,0,1,1,8,1
78653359A,37,47.07099533,49000,10.79959599,A,2,2,31,1,0,1,1,7,1
78655231L,94,122.6981964,0,0,M,1,0,54,0,0,0,0,4,1
78657912J,55,117.6990967,,,S,2,0,55,1,0,0,1,4,1
78658463E,86,337.0979614,43000,10.66897865,M,1,0,23,0,0,1,1,4,1
78660777C,44,50.22930908,,,M,2,0,70,1,0,1,1,4,1
78663238B,55,49.10201645,35000,10.46313191,A,1,0,59,1,0,0,1,6,1
78664748H,73,590.588562,90000,11.40757606,A,3,1,21,0,0,1,1,4,1
78664878H,42,169.3210907,8500,9.047939083,S,1,0,87,1,0,1,1,4,1
78666241H,46,204.6938171,50000,10.81979828,M,3,1,52,0,0,1,1,4,1
78669512F,100,54.66133881,,,M,1,0,27,0,0,1,0,5,2
78670049B,46,183.6069336,,,M,2,0,61,0,0,1,1,4,1
78671526H,36,80.67749786,65000,11.08215793,R,2,0,59,0,0,1,1,5,1
78672703F,51,222.9035187,63000,11.05090588,S,2,2,60,0,0,1,1,7,1
78677214F,47,39.95623016,20000,9.903537551,R,1,2,53,1,0,1,1,4,1
78677295E,98,31.82554627,,,M,1,0,75,1,0,1,1,7,1
78679899G,49,14.24587822,20000,9.903537551,A,2,0,91,1,0,1,1,4,1
78683826H,84,164.7207336,29500,10.29217944,M,1,0,63,1,0,1,1,4,1
78684298A,89,128.3137054,,,M,1,0,51,1,0,1,1,6,1
78687713E,23,64.06337738,37000,10.51870022,R,2,2,43,1,0,1,1,4,1
78689129A,49,43.75331879,,,A,2,0,67,1,0,1,1,4,1
78690548J,13,151.6710358,70000,11.15626481,A,2,2,35,0,0,1,1,7,1
78691386F,13,61.97988892,,,A,2,0,52,1,0,1,1,8,1
78692086A,14,47.04528427,7560,8.930758736,R,1,0,35,0,1,1,0,4,1
78692169F,70,77.10158539,70000,11.15626481,R,2,0,53,0,0,0,1,6,1
78693819G,50,17.43364143,34000,10.43414522,R,1,0,59,1,0,1,1,5,1
78696299H,88,29.85316467,15000,9.615872145,M,1,0,71,1,0,1,1,4,2
78701762A,41,119.6209412,50000,10.81979828,A,2,0,53,0,0,1,1,6,1
78702185C,77,92.71256256,130000,11.77529742,R,2,0,61,1,0,1,1,5,1
78704699C,46,99.28484345,48000,10.77897712,M,2,0,53,1,0,1,1,4,1
78706757S,98,53.75191879,30000,10.30898599,M,1,0,83,1,0,1,1,4,1
78706923K,27,97.05667877,60000,11.00211651,S,1,0,46,1,0,1,1,7,2
78708848F,5,28.17206955,,,A,1,0,49,0,0,1,1,6,1
78710125B,44,196.7584992,45000,10.71443999,M,4,3,55,1,0,1,1,6,1
78711114F,103,580.9133911,55000,10.91510665,M,1,0,67,0,0,1,1,7,1
78714205K,88,233.377182,25000,10.1266711,M,2,0,33,0,0,1,1,7,1
78720863E,78,65.69499207,48000,10.77897712,A,1,2,35,1,0,1,1,4,1
78721548A,83,125.7593536,,,M,1,0,66,1,0,1,1,5,1
78722244F,67,95.45563507,,,R,2,0,59,0,0,1,1,8,1
78722303C,70,29.38093567,38000,10.54536775,R,1,0,60,1,0,1,0,8,1
78723212A,51,222.9035187,36000,10.491302,S,2,0,50,0,0,1,1,5,1
78723225H,71,164.868454,,,M,2,1,50,1,0,1,1,4,1
78724446F,89,326.616333,,,M,1,0,56,0,0,1,1,4,1
78724961K,47,51.79564285,,,R,2,0,50,0,1,1,1,4,1
78726205B,64,60.09071732,110000,11.60824474,R,2,0,45,0,0,1,1,7,1
78727419B,11,587.5228272,2664,7.887959337,R,4,3,18,1,1,1,1,3,1
78734800B,26,582.0714722,,,S,2,2,76,1,0,1,1,3,1
78736914G,103,695.3408203,,,M,3,0,18,1,0,0,1,4,1
78739019K,33,6.4747262,,,A,1,0,70,1,0,1,1,5,1
78744650G,21,159.9772797,50000,10.81979828,R,2,0,56,0,0,1,1,4,1
78747589E,103,672.4023438,50000,10.81979828,S,2,0,60,0,0,0,1,5,1
78749486B,87,78.57396698,27000,10.20362918,M,1,4,41,1,0,1,1,5,2
78755614L,77,261.6586304,55000,10.91510665,A,3,0,47,0,0,1,1,7,1
78759010G,37,28.0395298,35000,10.46313191,A,2,0,46,1,0,1,1,5,1
78759107K,67,77.18661499,,,R,2,0,58,1,0,1,1,4,1
78760487B,12,103.1052856,20000,9.903537551,S,1,0,80,1,0,1,1,4,1
78760771E,47,98.64976502,,,R,1,0,48,0,1,1,0,3,2
78761342C,15,774.3040161,,,A,4,0,18,0,0,1,1,3,1
78762002A,32,71.28385925,70000,11.15626481,R,2,1,40,1,0,1,1,4,1
78763204J,100,5.136730671,10548,9.263786348,M,1,0,77,1,1,1,1,4,2
78764256B,83,353.2797241,,,M,1,0,48,0,0,1,1,4,1
78768505C,103,672.5928955,62000,11.03490579,M,2,2,28,1,0,1,1,5,1
78768851C,97,25.10539627,,,M,1,0,68,1,1,1,1,4,2
78769794E,43,136.0007782,,,R,2,1,25,1,0,1,1,7,1
78777265B,72,671.4188232,22000,9.998843186,S,4,2,28,1,0,1,1,4,1
78778450A,75,30.34489822,,,R,2,0,84,1,0,1,1,4,1
78783025A,76,129.3329773,10000,9.210440367,A,2,2,23,0,0,0,0,4,1
78784643G,43,64.55034638,0,0,R,3,1,55,1,1,1,1,5,1
78784826K,70,154.2031708,65000,11.08215793,R,5,0,56,0,0,1,1,5,1
78786469G,86,140.1498413,,,M,1,0,69,1,0,1,1,5,1
78787989J,86,378.4931946,65000,11.08215793,M,1,0,44,0,0,1,1,8,1
78789633E,49,7.0906353,25000,10.1266711,A,1,2,28,1,1,1,1,5,1
78791951B,92,84.67824554,,,M,1,0,72,1,0,1,1,8,1
78792041H,93,183.0393219,75000,11.22525673,M,2,2,32,1,0,1,1,4,1
78799994C,41,85.28701019,,,A,2,0,70,0,0,1,1,5,1
78800148H,33,48.32977295,15000,9.615872145,A,2,2,49,0,1,1,0,3,1
78800924C,51,118.6547089,48000,10.77897712,S,2,0,76,1,0,1,1,7,1
78802318L,85,15.55801296,55000,10.91510665,M,2,1,62,0,1,1,1,8,2
78803606H,94,24.68691635,10000,9.210440367,M,2,0,50,0,0,0,1,2,3
78810838L,46,204.6938171,80000,11.28979441,M,3,0,59,0,0,1,1,4,1
78815195F,86,526.5681152,100000,11.51293547,M,2,2,50,0,0,1,1,7,1
78818855K,69,31.49183464,22000,9.998843186,R,1,0,61,1,0,1,1,4,1
78819190B,100,107.8806686,42000,10.64544871,M,1,0,42,0,0,1,0,4,1
78821250G,87,447.2720947,34000,10.43414522,M,1,0,29,0,0,1,0,8,1
78822450H,90,672.465271,,,M,2,0,70,1,0,1,1,3,1
78824993F,40,658.5671997,,,S,2,0,83,1,0,1,1,4,1
78825994A,2,318.6126404,65000,11.08215793,M,2,1,47,0,0,1,1,4,1
78826573A,42,374.0346069,175000,12.07254697,S,2,0,38,1,0,1,1,5,1
78827357E,15,126.1914444,34000,10.43414522,A,2,1,59,1,0,1,1,4,1
78827867G,4,85.05248261,100000,11.51293547,R,2,0,65,1,0,1,1,7,1
78829473A,98,91.19517517,30000,10.30898599,M,3,0,57,1,0,1,1,5,2
78833053L,58,28.97288704,75000,11.22525673,R,2,0,37,1,0,1,0,4,1
78833182H,80,35.37098694,47000,10.75792416,R,2,0,50,1,0,1,1,5,1
78836543H,59,68.02015686,75000,11.22525673,A,2,2,34,1,0,1,1,7,1
78838414G,5,64.12892151,7644,8.941807118,A,1,0,52,0,1,1,1,3,1
78838676B,89,256.6274109,140000,11.84940484,M,2,0,57,1,0,1,1,8,1
78840086J,95,305.8625794,50000,10.81979828,M,2,0,64,0,0,1,1,4,1
78845576A,90,372.7722473,,,M,2,0,61,0,0,1,1,8,1
78845794H,56,17.48825455,0,0,A,1,0,57,1,0,0,0,4,1
78849169K,44,66.972229,35000,10.46313191,R,2,0,81,1,0,1,1,4,1
78853990E,14,41.92920685,,,R,1,0,38,0,1,1,0,4,2
78854180J,59,68.45907593,69000,11.14187628,A,3,0,53,1,0,1,1,4,1
78857628E,84,104.2170105,100000,11.51293547,M,2,0,75,0,0,1,1,5,1
78858331G,79,113.1136627,,,R,2,0,68,0,0,1,1,4,1
78862102K,83,184.1670227,45000,10.71443999,M,1,0,65,1,0,1,1,4,1
78862407A,77,42.00442123,38000,10.54536775,R,1,0,79,1,0,1,1,7,1
78865112F,75,27.75375366,,,R,2,0,75,0,0,1,1,6,1
78865488K,44,68.84548187,140000,11.84940484,M,2,2,37,0,0,1,1,7,1
78867163K,101,155.6746216,15000,9.615872145,M,2,2,42,0,1,1,1,3,3
78871455E,47,79.82564545,34000,10.43414522,R,2,0,58,1,0,1,1,4,1
78872548J,85,118.0223312,,,M,2,0,63,1,0,1,1,8,1
78875813J,72,522.1915894,,,S,3,0,81,1,0,1,1,7,1
78876142G,60,81.65072632,,,S,1,0,63,0,0,1,1,4,1
78877191A,50,91.68213654,11000,9.305741457,R,2,0,25,1,1,1,0,4,1
78878374H,1,9.872797012,30000,10.30898599,A,1,0,66,0,0,1,1,4,1
78880900C,4,56.95929337,250000,12.4292202,R,2,0,78,0,0,1,1,8,1
78885069G,100,13.55662441,10176,9.227885551,M,1,0,72,0,1,1,0,3,2
78885092G,33,9.094311714,1940,7.570958583,A,1,0,50,0,0,0,1,4,1
78885295C,1,309.5088196,,,A,5,1,25,0,0,0,1,1,3
78888632H,6,87.46672058,45,3.828641397,S,1,0,57,0,0,1,1,4,1
78888754G,46,121.7969971,,,M,1,0,63,1,0,1,1,8,1
78889646K,25,45.65555954,,,A,2,0,66,1,0,1,1,4,1
78890059A,79,170.0840149,50000,10.81979828,R,3,0,42,1,0,1,1,4,1
78893977K,103,627.0573731,5600,8.630700432,M,1,0,46,1,0,0,1,5,1
78893995H,67,56.07680512,17000,9.741027445,R,2,0,50,1,0,0,1,6,1
78895763J,10,9.097795487,26000,10.16589028,A,2,0,69,0,0,1,1,4,3
78895783B,77,84.00884247,72000,11.18443529,R,2,0,66,1,0,1,1,5,1
78900978K,83,328.5733948,28000,10.2399955,M,1,3,38,1,0,1,0,4,2
78907318E,24,136.3157501,70000,11.15626481,S,2,1,29,1,0,1,1,7,1
78909452K,46,51.94912338,15000,9.615872145,M,1,2,37,1,1,1,0,6,2
78911567C,101,200.1515503,23000,10.04329297,M,3,3,31,0,0,0,1,4,3
78918376L,40,672.5356445,500055,13.12247537,S,4,3,55,0,0,1,1,4,1
78918440L,103,609.5405273,,,M,1,0,46,1,0,0,0,4,2
78920349A,83,279.808197,50000,10.81979828,M,1,0,36,1,0,1,0,7,1
78923283A,83,687.0886231,60000,11.00211651,M,1,0,29,0,0,1,0,6,1
78924187H,46,45.628582,40000,10.59665973,M,1,0,56,0,0,1,1,7,1
78925158B,13,61.97988892,,,A,2,0,53,1,0,1,1,7,1
78932951A,83,416.3658752,,,M,3,3,47,1,0,1,1,7,1
78935753J,18,69.78269959,53000,10.87806606,R,2,0,53,1,0,1,1,4,1
78937474E,5,141.7964478,140000,11.84940484,A,1,0,59,0,0,1,1,8,1
78939665E,81,124.9213257,,,S,2,0,60,0,0,1,1,6,1
78939895C,49,12.61502552,15000,9.615872145,A,1,0,60,1,0,1,1,2,1
78942510A,79,130.2029572,90000,11.40757606,R,3,2,41,1,0,1,1,5,1
78945023A,67,50.81239319,,,R,2,0,76,1,0,1,1,6,1
78949455G,68,201.1302033,,,A,1,0,61,1,0,1,1,4,1
78951913L,75,33.51633072,,,R,2,0,40,1,0,1,1,6,1
78952115H,8,17.56204987,30000,10.30898599,A,2,1,46,1,0,1,1,5,1
78956698K,86,305.2010193,52000,10.85901823,M,2,2,33,1,0,1,0,7,4
78958873E,49,27.91890907,15600,9.655090294,A,1,0,74,0,0,1,1,3,1
78960856B,89,170.2672119,,,M,1,0,81,1,0,1,1,4,1
78963246L,51,191.9231262,55000,10.91510665,S,2,4,43,1,0,1,1,8,1
78963902C,93,47.80521393,80000,11.28979441,M,1,0,54,1,0,1,1,7,1
78964327A,51,90.12126923,,,S,1,0,50,1,0,1,1,4,1
78969678A,45,70.39990997,,,S,1,0,66,1,0,1,1,3,1
78974411B,71,160.3886871,12000,9.392745259,M,3,0,87,1,0,1,1,4,1
78978857G,44,72.47206116,150000,11.91839724,M,2,2,35,1,0,1,1,4,1
78980546B,93,86.63854218,24000,10.08585078,M,1,1,37,1,0,1,0,5,2
78981648L,81,47.01851654,,,R,2,0,69,1,1,1,1,4,1
78985967L,86,672.5356445,80000,11.28979441,M,2,0,50,0,0,1,1,4,1
78987017L,32,20.66163445,15000,9.615872145,R,2,2,40,1,1,1,0,4,3
78987419P,44,117.4713898,15000,9.615872145,M,1,0,82,1,0,1,1,5,1
78987660J,33,9.270126343,37000,10.51870022,A,1,1,45,1,0,1,0,6,1
78988395L,31,11.07263565,70000,11.15626481,A,2,0,48,1,0,1,1,4,1
78991350C,77,185.9154358,80000,11.28979441,M,2,1,43,1,0,1,1,6,1
78993282H,56,19.47464752,75000,11.22525673,A,2,0,60,1,0,1,1,6,1
78993930K,22,166.0576477,145000,11.88449592,A,4,0,56,1,0,1,1,5,1
78994547E,89,603.4308472,36000,10.491302,M,2,0,68,1,0,1,1,3,2
78995112F,24,83.07042694,50000,10.81979828,S,2,0,52,1,0,1,1,4,1
78997801S,100,44.27732468,,,M,1,0,63,0,1,1,0,4,2
79002734K,35,13.4440546,36000,10.491302,A,1,0,66,1,0,1,1,6,1
79003705E,30,21.8244648,3000,8.006700845,R,1,0,52,1,1,1,1,4,1
79003991C,99,74.73590088,7488,8.921190556,M,1,0,62,1,0,1,1,8,1
79005163B,16,83.32694244,48000,10.77897712,A,2,1,27,1,0,1,1,4,1
79007622B,70,44.70798874,5000,8.517393171,R,1,1,37,1,1,1,0,4,1
79010008J,79,73.44126129,30000,10.30898599,R,2,0,74,1,0,1,1,5,1
